jobNum,title,Link,shortCategory,longCategory,Department,Location,Agency,Posted Date
"438934","Public Health Adviser, Bureau of School Health - 438934","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=438934&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","SH Nursing Services & Prof Dev","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","03/26/2020"
"438851","Data Analyst, Chronic Disease Prevention - 438851","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=438851&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","Chronic Disease Prevention","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","03/24/2020"
"438857","First Line Supervisor, Bureau of Sexually Transmitted Disease Control - 438857","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=438857&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","STI Case Invstgn & Partner Srv","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","03/24/2020"
"438863","Secretary, Bureau of Childcare - 438863","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=438863&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","Child Care","BRONX","DEPT OF HEALTH/MENTAL HYGIENE","03/24/2020"
"438714","Clinic Administrative Manager, Bureau of Tuberculosis Control - 438714","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=438714&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","TB Clinic Operations","BRONX","DEPT OF HEALTH/MENTAL HYGIENE","03/20/2020"
"438715","College Aide - 438715","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=438715&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","World Trde Centr Hlth Registry","MANHATTAN","DEPT OF HEALTH/MENTAL HYGIENE","03/20/2020"
"438684","Director, Neighborhood Support Networks (NSN) - 438684","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=438684&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","CHECW - HLTH EQTY CAP. BLDG.","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","03/20/2020"
"438754","Out of Jurisdiction Specialist - 438754","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=438754&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","STI Surveillance/Epidemiology","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","03/20/2020"
"438705","Windows System Administrator - 438705","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=438705&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","Network Technology Services","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","03/20/2020"
"438623","Contract Manager, Agency Chief Contracting Officer (ACCO) - 438623","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=438623&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","Acco/Contracts","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","03/18/2020"
"438645","Program and Planning Coordinator, Bureau of Brooklyn Neighborhood Health - 438645","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=438645&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","CHECW - BKLYN.NEGHBHD HLTH.","BROOKLYN","DEPT OF HEALTH/MENTAL HYGIENE","03/18/2020"
"438630","Community Engagement Liaison, Bureau of Policy, Community Resilience and Response - 438630","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=438630&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","Policy, Resilience & Response","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","03/17/2020"
"438636","Cyber Audit Manager, Bureau of Audit Services - 438636","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=438636&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","Fiscal Audits","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","03/17/2020"
"437795","Director, HIV Prevention, Bureau of HIV - 437795","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=437795&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","HIV Prevention","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","03/17/2020"
"438612","Manager of Data Systems, Program Analystics, and Reporting - 438612","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=438612&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","Mental Health","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","03/17/2020"
"438183","Public Health Adviser - Optometry Program - 438183","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=438183&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","SH Vision","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","03/17/2020"
"437818","Public Health Nurse, Bureau of Tuberculosis Control/TB Clinic Operations - 437818","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=437818&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","TB Clinic Operations","NYC-ALL BOROS","DEPT OF HEALTH/MENTAL HYGIENE","03/17/2020"
"438601","SPOA Supervisor, Mental Health - 438601","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=438601&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","Mental Health","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","03/17/2020"
"437271","Assistant Director of Programmatic Fiscal Affairs, Bureau of Controller - 437271","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=437271&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","Fiscal Management","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","03/15/2020"
"438080","Institutional Aide Supervisor - 438080","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=438080&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","OCME-Admin","NYC-ALL BOROS","DEPT OF HEALTH/MENTAL HYGIENE","03/14/2020"
"429393","Supervising Nurse, Bureau of School Health - 429393","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=429393&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","SH Nursing Services & Prof Dev","BRONX","DEPT OF HEALTH/MENTAL HYGIENE","03/02/2020"
"434178","Transportation Director, Bureau of Facilities Planning and Administrative Services - 434178","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=434178&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","Health Support Services","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","02/27/2020"
"435320","Supervising Public Health Nurse, Bureau of School Health - 435320","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=435320&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","SH Nursing Services & Prof Dev","BRONX","DEPT OF HEALTH/MENTAL HYGIENE","02/26/2020"
"434052","Assistant Press Secretary, OEA/Bureau of Public Affairs - 434052","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=434052&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","Intergovernmental Affairs","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","02/25/2020"
"435040","Field Doctor, Bureau of School Health - 435040","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=435040&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","SH Medical","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","02/25/2020"
"435204","Supervising Nurse, Bureau of School Health - 435204","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=435204&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","SH Nursing Services & Prof Dev","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","02/25/2020"
"435302","Supervising Nurse, Bureau of School Health - 435302","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=435302&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","SH Nursing Services & Prof Dev","MANHATTAN","DEPT OF HEALTH/MENTAL HYGIENE","02/25/2020"
"434354","Early Intervention Official Designee, Bureau of Early Intervention - 434354","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=434354&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","Early Intervention","MANHATTAN","DEPT OF HEALTH/MENTAL HYGIENE","02/24/2020"
"433926","Employee Relations Analyst - 433926","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=433926&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","OCME-Admin","NYC-ALL BOROS","DEPT OF HEALTH/MENTAL HYGIENE","02/19/2020"
"431760","Director of Payroll Compliance Unit, Bureau of Controller - 431760","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=431760&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","Payroll","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","02/13/2020"
"432505","Assistant Counsel, Forensic Laboratories - 432505","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=432505&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","OCME-Admin","MANHATTAN","DEPT OF HEALTH/MENTAL HYGIENE","02/10/2020"
"432735","General Counsel, Office of General Counsel - 432735","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=432735&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","Legal Affairs","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","02/10/2020"
"430590","Program Manager, Bureau of Harlem Neighborhood Health - 430590","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=430590&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","CHECW-HRLM NEIGHBORHOOD HLTH.","MANHATTAN","DEPT OF HEALTH/MENTAL HYGIENE","02/06/2020"
"430608","Fiscal Optimization Analyst, Office of the Agency Chief Contracting Officer - 430608","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=430608&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","Acco/Contracts","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","02/04/2020"
"431529","Assistant Commissioner, Mental Hygiene/Bureau of Administration - 431529","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=431529&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","MHy Administration","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","02/03/2020"
"431266","Health Promoter, Center for Health Equity and Community Wellness/Bureau of Brooklyn Neighborhood Health - 431266","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=431266&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","CHECW - BKLYN.NEGHBHD HLTH.","BROOKLYN","DEPT OF HEALTH/MENTAL HYGIENE","02/03/2020"
"430982","Payment Analyst, Bureau of Controller - 430982","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=430982&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","Fiscal Management","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","01/30/2020"
"430648","NFP Home Nurse Visitor, Bureau of Maternal Infant and Reproductive Health - 430648","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=430648&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","MIRH Nurse Family Partnership","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","01/28/2020"
"430705","X-Ray Technician, Bureau of Tuberculosis Control - 430705","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=430705&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","TB Clinic Operations","NYC-ALL BOROS","DEPT OF HEALTH/MENTAL HYGIENE","01/28/2020"
"430527","Researcher - 430527","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=430527&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","OCME-DNA","NYC-ALL BOROS","DEPT OF HEALTH/MENTAL HYGIENE","01/27/2020"
"429331","Program Manager, Harlem Neighborhood Health - 429331","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=429331&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","CHECW-HRLM NEIGHBORHOOD HLTH.","MANHATTAN","DEPT OF HEALTH/MENTAL HYGIENE","01/17/2020"
"428861","Chief Financial Officer/Deputy Commissioner - 428861","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=428861&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","Fin-Fin. Admin & Planning","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","01/14/2020"
"427226","Supervising Public Health Nurse, Bureau of School Health/ SH Nursing Services & Prof Dev - 427226","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=427226&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","SH Nursing Services & Prof Dev","BROOKLYN","DEPT OF HEALTH/MENTAL HYGIENE","12/30/2019"
"426161","Policy Analyst, Bureau of Early Intervention - 426161","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=426161&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","Early Intervention","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","12/26/2019"
"426054","Early Intervention Official Designee, Bureau of Early Intervention - 426054","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=426054&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","Early Intervention","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","12/19/2019"
"426423","Nursing Supervisor, Bureau of Sexually Transmitted Infections (BSTI) - 426423","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=426423&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","STI Medical Services","NYC-ALL BOROS","DEPT OF HEALTH/MENTAL HYGIENE","12/19/2019"
"426335","Home Nurse Visitor, Bureau of Maternal Infant and Reproductive Health - 426335","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=426335&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","MIRH Newborn Home Visiting","BRONX","DEPT OF HEALTH/MENTAL HYGIENE","12/17/2019"
"422995","Criminalist II - 422995","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=422995&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","OCME-DNA","MANHATTAN","DEPT OF HEALTH/MENTAL HYGIENE","11/18/2019"
"422123","Assistant Counsel, Forensic Laboratories - 422123","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=422123&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","OCME-Admin","MANHATTAN","DEPT OF HEALTH/MENTAL HYGIENE","11/07/2019"
"420597","Supervising Public Health Nurse, Bureau of School Health/ SH Nursing Services & Prof Dev - 420597","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=420597&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","SH Nursing Services & Prof Dev","BROOKLYN","DEPT OF HEALTH/MENTAL HYGIENE","10/30/2019"
"415188","Physician, Bureau of Tuberculosis Control - 415188","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=415188&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","TB Medical Affairs","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","10/07/2019"
"415315","Assistant Commissioner, Bureau of Health Equity Capacity Building - 415315","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=415315&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","CHECW - HLTH EQTY CAP. BLDG.","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","10/03/2019"
"408152","Pediatrician, Maternal Infant and Reproductive Health - 408152","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=408152&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","Maternal, Infant, & Repr. Hlth","NYC-ALL BOROS","DEPT OF HEALTH/MENTAL HYGIENE","08/23/2019"
"404129","NFP Nurse Home Visitor, Bureau of Maternal Infant and Reproductive Health - 404129","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=404129&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","MIRH Nurse Family Partnership","NYC-ALL BOROS","DEPT OF HEALTH/MENTAL HYGIENE","08/08/2019"
"400178","Assistant Commissioner, Alcohol and Drug Use Prevention, Care and Treatment - 400178","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=400178&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","Alcohol, Drug Prev & Treatment","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","07/10/2019"
"400168","Assistant Commissioner, Bureau of Alcohol and Drug Use Prevention, Care and Treatment - 400168","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=400168&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","Alcohol, Drug Prev & Treatment","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","07/10/2019"
"396157","NFP Nurse Home Visitor, Bureau of Maternal Infant and Reproductive Health - 396157","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=396157&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","MIRH Nurse Family Partnership","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","05/30/2019"
"396502","Assistant Commissioner of Early Intervention - 396502","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=396502&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","Early Intervention","QUEENS","DEPT OF HEALTH/MENTAL HYGIENE","05/28/2019"
"392876","Evidence & Property Control Specialist - 392876","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=392876&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","OCME-Operations","NYC-ALL BOROS","DEPT OF HEALTH/MENTAL HYGIENE","05/03/2019"
"386903","Public Health Nurse, Bureau of School Health - 386903","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=386903&PostingSeq=1&","816","DEPARTMENT OF HEALTH AND M","SH Nursing Services & Prof Dev","NYC-ALL BOROS","DEPT OF HEALTH/MENTAL HYGIENE","03/13/2019"
